,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
283,Q6UWM9,Homo sapiens,9606,UGT2A3,HGNC:28528;,,UDP-glucuronosyltransferase 2A3,UDPGT 2A3;,,616382;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,79799;
284,P06133,Homo sapiens,9606,UGT2B11,HGNC:12553;,UGT2B11,UDP-glucuronosyltransferase 2B4,UDPGT 2B4;UGT2B4;,HLUG25;Hyodeoxycholic acid-specific UDPGT;UDPGTh-1;,600067;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 17-O-(beta-D-glucuronate) + H(+) + UDP;",RHEA:21032;RHEA:52872;RHEA:52916;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,7363;
285,P54855,Homo sapiens,9606,UGT2B15,HGNC:12546;,UGT2B8,UDP-glucuronosyltransferase 2B15,UDPGT 2B15;UGT2B15;,HLUG4;UDP-glucuronosyltransferase 2B8;UDPGTh-3;,600069;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-hydroxy-5alpha-androstan-3-one + UDP-alpha-D-glucuronate = 5alpha-dihydrotestosterone 17-O-(beta-D-glucuronate) + H(+) + UDP;",RHEA:21032;RHEA:52868;RHEA:52924;RHEA:53000;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;R-HSA-9753281;,GT1;,7366;
286,P16662,Homo sapiens,9606,UGT2B7,HGNC:12554;,UGTB2B9,UDP-glucuronosyltransferase 2B7,UDPGT 2B7;UGT2B7;,"3,4-catechol estrogen-specific UDPGT;UDP-glucuronosyltransferase 2B9;UDPGTh-2;",600068;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 4-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxyestrone + UDP-alpha-D-glucuronate = estrone 4-O-(beta-D-glucuronate) + H(+) + UDP;16alpha-hydroxyestrone + UDP-alpha-D-glucuronate = 16alpha-hydroxyestrone 16-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17beta-estriol + UDP-alpha-D-glucuronate = 16alpha,17beta-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;16beta,17beta-estriol + UDP-alpha-D-glucuronate = 16beta,17beta-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 17-O-(beta-D-glucuronate) + H(+) + UDP;epitestosterone + UDP-alpha-D-glucuronate = epitestosterone 17-O-(beta-D-glucuronate) + H(+) + UDP;hyodeoxycholate + UDP-alpha-D-glucuronate = H(+) + hyodeoxycholate 6-O-(beta-D-glucuronate) + UDP;hyocholate + UDP-alpha-D-glucuronate = H(+) + hyocholate 6-O-(beta-D-glucuronate) + UDP;all-trans-retinoate + UDP-alpha-D-glucuronate = all-trans-retinoyl-1-O-(beta-D-glucuronate) + UDP;all-trans-4-hydroxyretinoate + UDP-alpha-D-glucuronate = 4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate + H(+) + UDP;mycophenolate + UDP-alpha-D-glucuronate = mycophenolic acid O-acyl-beta-D-glucuronide + UDP;losartan + UDP-alpha-D-glucuronate = losartan-2-N-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan O-beta-D-glucuronoside + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan-2-N-beta-D-glucuronide + UDP;UDP-alpha-D-glucuronate + zolasartan = UDP + zolarsartan O-beta-D-glucuronoside;",RHEA:21032;RHEA:52872;RHEA:52464;RHEA:53004;RHEA:53040;RHEA:53060;RHEA:52452;RHEA:52472;RHEA:52880;RHEA:52920;RHEA:52916;RHEA:52568;RHEA:52964;RHEA:52968;RHEA:55768;RHEA:55776;RHEA:63700;RHEA:63720;RHEA:63724;RHEA:63728;RHEA:63732;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;R-HSA-9757110;,GT1;,7364;
287,Q6NUS8,Homo sapiens,9606,UGT3A1,HGNC:26625;,,UDP-glucuronosyltransferase 3A1,UDPGT 3A1;,,616383;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,133688;
288,Q3SY77,Homo sapiens,9606,UGT3A2,HGNC:27266;,,UDP-glucuronosyltransferase 3A2,UDPGT 3A2;,,616384;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,167127;
289,O75752,Homo sapiens,9606,B3GALNT1,HGNC:918;,B3GALT3,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1","Beta-1,3-GalNAc-T1;","Beta-1,3-galactosyltransferase 3;Beta-3-Gx-T3;Galactosylgalactosylglucosylceramide beta-D-acetyl-galactosaminyltransferase;Globoside synthase;UDP-N-acetylgalactosamine:globotriaosylceramide beta-1,3-N-acetylgalactosaminyltransferase;",111400;603094;615021;,globoside Gb3Cer (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = globoside Gb4Cer (d18:1(4E)) + H(+) + UDP;,RHEA:22252;,2.4.1.79;,2.4.1.122;2.4.1.62;2.4.1.79;2.4.1.88;,R-HSA-1660662;,GT31;,8706;
290,Q9BYG0,Homo sapiens,9606,B3GNT5,HGNC:15684;,,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase",,"Lactotriaosylceramide synthase;UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5;",615333;,a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + UDP-N-acetyl-alpha-D-glucosamine = a beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + H(+) + UDP;a neolactoside nLc4Cer(d18:1(4E)) + UDP-N-acetyl-alpha-D-glucosamine = a neolactoside IV(3)-beta-GlcNAc-nLc4Cer(d18:1(4E)) + H(+) + UDP;,RHEA:13905;RHEA:23004;,2.4.1.206;,2.4.1.206;,R-HSA-913709;,GT31;,84002;
291,Q00973,Homo sapiens,9606,B4GALNT1,HGNC:4117;,GALGT,"Beta-1,4 N-acetylgalactosaminyltransferase 1",,(N-acetylneuraminyl)-galactosylglucosylceramide;GM2/GD2 synthase;GalNAc-T;,601873;609195;,ganglioside GM3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GM2 (d18:1(4E)) + H(+) + UDP;ganglioside GM3 + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GM2 + H(+) + UDP;ganglioside GD3 + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GD2 + H(+) + UDP;ganglioside GD3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GD2 (d18:1(4E)) + H(+) + UDP;a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GA2 (d18:1(4E)) + H(+) + UDP;ganglioside GD1a + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GalNAc-GD1a + H(+) + UDP;ganglioside GT3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GT2 (d18:1(4E)) + H(+) + UDP;beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide + UDP-N-acetyl-alpha-D-galactosamine = H(+) + N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + UDP;alpha-N-glycoloylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + UDP-N-acetyl-alpha-D-galactosamine = H(+) + N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-glycoloylneuraminosyl-(2->3)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide + UDP;,RHEA:12588;RHEA:43268;RHEA:43272;RHEA:41816;RHEA:47564;RHEA:43276;RHEA:47580;RHEA:62516;RHEA:43300;,2.4.1.92;,2.4.1.92;,R-HSA-1660662;,GT12;,2583;
292,Q9UBX8,Homo sapiens,9606,B4GALT6,HGNC:929;,,"Beta-1,4-galactosyltransferase 6","Beta-1,4-GalTase 6;Beta4Gal-T6;b4Gal-T6;","Glucosylceramide beta-1,4-galactosyltransferase;Lactosylceramide synthase;UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6;UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase;UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6;",604017;,a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + UDP-alpha-D-galactose = a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + H(+) + UDP;,RHEA:31495;,2.4.1.274;,2.4.1.274;,R-HSA-2022854;R-HSA-913709;R-HSA-975577;,GT7;,9331;
293,Q16739,Homo sapiens,9606,UGCG,HGNC:12524;,,Ceramide glucosyltransferase,,GLCT-1;Glucosylceramide synthase;Glycosylceramide synthase;UDP-glucose ceramide glucosyltransferase;UDP-glucose:N-acylsphingosine D-glucosyltransferase;,602874;,an N-acylsphing-4-enine + UDP-alpha-D-glucose = a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + H(+) + UDP;an N-acylsphing-4-enine + UDP-alpha-D-xylose = a beta-D-xylosyl-(1<->1')-N-acylsphing-4-enine + H(+) + UDP;N-(9Z-octadecenoyl)-sphing-4-enine + UDP-alpha-D-xylose = beta-D-xylosyl-(1<->1')-N-(9Z-octadecenoyl)-sphing-4-enine + H(+) + UDP;,RHEA:12088;RHEA:70243;RHEA:70247;,2.4.1.80;,2.4.1.80;,R-HSA-1660662;,GT21;,7357;
294,Q99999,Homo sapiens,9606,GAL3ST1,HGNC:24240;,CST,Galactosylceramide sulfotransferase,GalCer sulfotransferase;,3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase;3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase;Cerebroside sulfotransferase;,602300;,"3'-phosphoadenylyl sulfate + a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine = adenosine 3',5'-bisphosphate + H(+) + N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine;3'-phosphoadenylyl sulfate + a 1-O-alkyl-2-acyl-3-O-(beta-D-galactosyl)-sn-glycerol = a 1-O-alkyl-2-acyl-3-(beta-D-3-sulfogalactosyl)-sn-glycerol + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + beta-D-Gal-(1<->1')-Cer = 1-(3-O-sulfo-beta-D-galactosyl)-ceramide + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol = 1,2-diacyl-3-(3-O-sulfo-beta-D-galactosyl)-sn-glycerol + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) = adenosine 3',5'-bisphosphate + beta-D-3-sulfogalactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine + H(+);",RHEA:20613;RHEA:41744;RHEA:43304;RHEA:41748;RHEA:41736;,2.8.2.11;2.8.2.11;,2.8.2.11;,,,9514;
295,Q86Y38,Homo sapiens,9606,XYLT1,HGNC:15516;,XT1,Xylosyltransferase 1,,Peptide O-xylosyltransferase 1;Xylosyltransferase I;,264800;608124;615777;,L-seryl-[protein] + UDP-alpha-D-xylose = 3-O-(beta-D-xylosyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:50192;RHEA-COMP:9863;RHEA-COMP:12567;,2.4.2.26;,2.4.2.26;,R-HSA-1971475;,GT14;,64131;
296,Q9H1B5,Homo sapiens,9606,XYLT2,HGNC:15517;,XT2,Xylosyltransferase 2,,Peptide O-xylosyltransferase 1;Xylosyltransferase II;,264800;605822;608125;,L-seryl-[protein] + UDP-alpha-D-xylose = 3-O-(beta-D-xylosyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:50192;RHEA-COMP:9863;RHEA-COMP:12567;,2.4.2.26;,2.4.2.26;,R-HSA-1971475;,GT14;,64132;
297,Q9UBV7,Homo sapiens,9606,B4GALT7,HGNC:930;,XGALT1,"Beta-1,4-galactosyltransferase 7","Beta-1,4-GalTase 7;Beta4Gal-T7;b4Gal-T7;","Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I;UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7;UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7;UDP-galactose:beta-xylose beta-1,4-galactosyltransferase;XGPT;XGalT-1;Xylosylprotein 4-beta-galactosyltransferase;Xylosylprotein beta-1,4-galactosyltransferase;",130070;604327;,3-O-(beta-D-xylosyl)-L-seryl-[protein] + UDP-alpha-D-galactose = 3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:15297;RHEA-COMP:12567;RHEA-COMP:12570;,2.4.1.133;,2.4.1.133;2.4.1.38;,R-HSA-1971475;R-HSA-3560783;,GT7;,11285;
298,O75063,Homo sapiens,9606,FAM20B,HGNC:23017;,KIAA0475,Glycosaminoglycan xylosylkinase,,Xylose kinase;,611063;,3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + ATP = 3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-2-O-phosphoxylosyl)-L-seryl-[protein] + ADP + H(+);,RHEA:19461;RHEA-COMP:12571;RHEA-COMP:14558;,,,,,9917;
299,Q96L58,Homo sapiens,9606,B3GALT6,HGNC:17978;,,"Beta-1,3-galactosyltransferase 6","Beta-1,3-GalTase 6;Beta3Gal-T6;Beta3GalT6;","GAG GalTII;Galactosyltransferase II;Galactosylxylosylprotein 3-beta-galactosyltransferase;UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6;",271640;609465;615291;615349;,3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + UDP-alpha-D-galactose = 3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:11780;RHEA-COMP:12570;RHEA-COMP:12571;,2.4.1.134;,2.4.1.134;,R-HSA-1971475;R-HSA-4420332;,GT31;,126792;
300,O94766,Homo sapiens,9606,B3GAT3,HGNC:923;,,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,,"Beta-1,3-glucuronyltransferase 3;Glucuronosyltransferase I;UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase;",245600;606374;,3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:24168;RHEA-COMP:12571;RHEA-COMP:12573;,2.4.1.135;,2.4.1.135;,R-HSA-1971475;R-HSA-3560801;,GT43;,26229;
301,Q8TE99,Homo sapiens,9606,PXYLP1,HGNC:26303;,ACPL2,2-phosphoxylose phosphatase 1,,Acid phosphatase-like protein 2;Xylosyl phosphatase;epididymis luminal protein 124;,619732;,3-O-[beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-2-O-P-Xyl]-L-seryl-[protein] + H2O = 3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + phosphate;,RHEA:56512;RHEA-COMP:12573;RHEA-COMP:14559;,,,,,92370;
302,Q70JA7,Homo sapiens,9606,CHSY3,HGNC:24293;,CHSY2,Chondroitin sulfate synthase 3,,Carbohydrate synthase 2;Chondroitin glucuronyltransferase 3;Chondroitin synthase 2;Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II;N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 3;N-acetylgalactosaminyltransferase 3;,609963;,3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n+1)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:20800;RHEA-COMP:14058;RHEA-COMP:14059;RHEA:55000;RHEA-COMP:14060;RHEA-COMP:14301;RHEA:23428;RHEA-COMP:12575;RHEA-COMP:14058;RHEA:54996;RHEA-COMP:14060;RHEA-COMP:14061;,2.4.1.175;2.4.1.175;2.4.1.226;2.4.1.226;,2.4.1.175;,R-HSA-2022870;,GT31;GT7;,337876;
303,Q86X52,Homo sapiens,9606,CHSY1,HGNC:17198;,CHSY,Chondroitin sulfate synthase 1,,Chondroitin glucuronyltransferase 1;Chondroitin synthase 1;Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase 1;N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1;N-acetylgalactosaminyltransferase 1;,605282;608183;,3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n+1)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:20800;RHEA-COMP:14058;RHEA-COMP:14059;RHEA:55000;RHEA-COMP:14060;RHEA-COMP:14301;RHEA:23428;RHEA-COMP:12575;RHEA-COMP:14058;RHEA:54996;RHEA-COMP:14060;RHEA-COMP:14061;,2.4.1.175;2.4.1.175;2.4.1.226;2.4.1.226;,2.4.1.175;2.4.1.226;,R-HSA-2022870;R-HSA-3595177;,GT31;GT7;,22856;
304,Q8IZ52,Homo sapiens,9606,CHPF,HGNC:24291;,CSS2,Chondroitin sulfate synthase 2,,Chondroitin glucuronyltransferase 2;Chondroitin-polymerizing factor;Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II;N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II;N-acetylgalactosaminyltransferase 2;,610405;,3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n+1)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-alpha-D-glucuronate = 3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)](n)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:20800;RHEA-COMP:14058;RHEA-COMP:14059;RHEA:55000;RHEA-COMP:14060;RHEA-COMP:14301;RHEA:23428;RHEA-COMP:12575;RHEA-COMP:14058;RHEA:54996;RHEA-COMP:14060;RHEA-COMP:14061;,2.4.1.175;2.4.1.175;2.4.1.226;2.4.1.226;,2.4.1.175;2.4.1.226;,R-HSA-2022870;,GT31;GT7;,79586;
305,Q8N6G5,Homo sapiens,9606,CSGALNACT2,HGNC:24292;,CHGN2,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,,"Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2;",616616;,3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein] + H(+) + UDP;,RHEA:23464;RHEA-COMP:12573;RHEA-COMP:12575;,2.4.1.174;,2.4.1.174;2.4.1.175;,R-HSA-2022870;,GT7;,55454;
