GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
HS3ST3B1,,2.8.2.30,Sulfate synthase,Q9Y662,NM_006041.2,K07809,ko00534,NP_006032.1,9953,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,Homo sapiens,,done,"IdoA2S(a1-4)GlcN2S(a1-?);IdoA2S(a1-4)GlcN2,6S(a1-?)",PAPS;PAPS,"IdoA2S(a1-4)GlcN2,3S(a1-?);IdoA2S(a1-4)GlcN2,3,6S(a1-?)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin. 
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",604058,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4 [2S])GlcN(a1-4 [2S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,6S])","IdoA(a1-4 [2S])GlcN(a1-4 [2,3S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST4,,2.8.2.23,Sulfate synthase,Q9Y661,NM_006040.2,K09678,No Record,NP_006031.2,9951,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 4,Homo sapiens,,done,"IdoA2S(a1-4)GlcN2S(a1-?);IdoA2S(a1-4)GlcN2,6S(a1-?)",PAPS;PAPS,"IdoA2S(a1-4)GlcN2,3S(a1-?);IdoA2S(a1-4)GlcN2,3,6S(a1-?)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin. 
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",604059,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4 [2S])GlcN(a1-4 [2S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,6S])","IdoA(a1-4 [2S])GlcN(a1-4 [2,3S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST5,,2.8.2.23,Sulfate synthase,Q8IZT8,NM_153612.3,K08104,ko00534,NP_705840.2,222537,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 5,Homo sapiens,,done,"IdoA(a1-4)GlcNS(a1-4);IdoA(a1-4)Glc6,NS(a1-4);GlcA(a1-4)GlcNS(a1-4);GlcA(a1-4)Glc6,NS(a1-4)",PAPS;PAPS;PAPS;PAPS,"IdoA(a1-4)Glc3,NS(a1-4);IdoA(a1-4)Glc3,6,NS(a1-4);GlcA(a1-4)Glc3,NS(a1-4);GlcA(a1-4)Glc3,6,NS(a1-4)",PAP;PAP;PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin.
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",609407,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4)GlcN(a1-4 [2S]) or IdoA(a1-4)GlcN(a1-4 [2,6S]) or GlcA(a1-4)GlcN(a1-4 [2S]) or GlcA(a1-4)GlcN(a1-4 [2,6S])","IdoA(a1-4)GlcN(a1-4 [2,3S]) or IdoA(a1-4)GlcN(a1-4 [2,3,6S]) or GlcA(a1-4)GlcN(a1-4 [2,3S]) or GlcA(a1-4)GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST6,,2.8.2.23,Sulfate synthase,Q96QI5,NM_001009606.3,K09679,,NP_001009606.3,64711,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 6,Homo sapiens,,done,"IdoA2S(a1-4)GlcN2S(a1-?);IdoA2S(a1-4)GlcN2,6S(a1-?)",PAPS;PAPS,"IdoA2S(a1-4)GlcN2,3S(a1-?);IdoA2S(a1-4)GlcN2,3,6S(a1-?)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin.
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",0,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4 [2S])GlcN(a1-4 [2S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,6S])","IdoA(a1-4 [2S])GlcN(a1-4 [2,3S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS6ST1,,2.8.2.-,Sulfate synthase,O60243,NM_004807.2,K02514,ko00534,NP_004798.3,9394,GAG,Heparan-sulfate 6-O-sulfotransferase 1,Homo sapiens,! < IdoA(a1-4 [2S])>,done,IdoA(a1-4)GlcN2S(a1-4),PAPS,"IdoA(a1-4)GlcN2,6S(a1-4)",PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Three heparan sulfate 6-O-sulfotransferases exist that transfer sulfate to the C6 position of GlcNAc or GlcNS in heparan sulfate/heparin.
* HS6ST1 prefers iduronic acid residues adjacent to the GlcNS. HS6ST2 prefers GlcA when substrate conc is high, but it prefers IdoA at low substrate concentration. HS6ST-3 preference is intermediate between HS6ST1 and HS6ST2. These enzymes do not function when IdoA is 2-sulfated.
* HS6ST1 is ubiquitously expressed. The expression of other isoenzymes is restricted. HS6ST2 is expressed primarily in bladder, brain, testis, and thyroid. HS6ST3 slightly in brain, connective tissue, and kidney.
* HS6ST1 deficient mice display growth retardation and fatality after E15.5. H6ST1 is also associated with human disease.
* These enzymes do not act on CS/DS/KS.",604846,Cis/Medial/Trans/TGN,S(?6),,,IdoA(a1-4)GlcN(a1-4 [2S]),"IdoA(a1-4)GlcN(a1-4 [2,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS6ST2,,2.8.2.-,Sulfate synthase,Q96MM7,NM_001077188.1,K08102,ko00534,NP_001070656.1,90161,GAG,Heparan-sulfate 6-O-sulfotransferase 2,Homo sapiens,! < IdoA(a1-4 [2S])>,done,IdoA(a1-4)GlcN2S(a1-4);GlcA(a1-4)GlcN2S(a1-4),PAPS;PAPS,"IdoA(a1-4)GlcN2,6S(a1-4);GlcA(a1-4)GlcN2,6S(a1-4)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Three heparan sulfate 6-O-sulfotransferases exist that transfer sulfate to the C6 position of GlcNAc or GlcNS in heparan sulfate/heparin.
* HS6ST1 prefers iduronic acid residues adjacent to the GlcNS. HS6ST2 prefers GlcA when substrate conc is high, but it prefers IdoA at low substrate concentration. HS6ST-3 preference is intermediate between HS6ST1 and HS6ST2. These enzymes do not function when IdoA is 2-sulfated.
* HS6ST1 is ubiquitously expressed. The expression of other isoenzymes is restricted. HS6ST2 is expressed primarily in bladder, brain, testis, and thyroid. HS6ST3 slightly in brain, connective tissue, and kidney.
* HS6ST1 deficient mice display growth retardation and fatality after E15.5. H6ST1 is also associated with human disease.
* These enzymes do not act on CS/DS/KS.",300545,Cis/Medial/Trans/TGN,S(?6),,,IdoA(a1-4)GlcN(a1-4 [2S]) or GlcA(a1-4)GlcN(a1-4 [2S]),"IdoA(a1-4)GlcN(a1-4 [2,6S]) or GlcA(a1-4)GlcN(a1-4 [2,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS6ST3,,2.8.2.30,Sulfate synthase,Q8IZP7,NM_153456.3,K08103,ko00534,NP_703157.2,266722,GAG,Heparan-sulfate 6-O-sulfotransferase 3,Homo sapiens,! < IdoA(a1-4 [2S])>,done,IdoA(a1-4)GlcN2S(a1-4);GlcA(a1-4)GlcN2S(a1-4),PAPS;PAPS,"IdoA(a1-4)GlcN2,6S(a1-4);GlcA(a1-4)GlcN2,6S(a1-4)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Three heparan sulfate 6-O-sulfotransferases exist that transfer sulfate to the C6 position of GlcNAc or GlcNS in heparan sulfate/heparin.
* HS6ST1 prefers iduronic acid residues adjacent to the GlcNS. HS6ST2 prefers GlcA when substrate conc is high, but it prefers IdoA at low substrate concentration. HS6ST-3 preference is intermediate between HS6ST1 and HS6ST2. These enzymes do not function when IdoA is 2-sulfated.
* HS6ST1 is ubiquitously expressed. The expression of other isoenzymes is restricted. HS6ST2 is expressed primarily in bladder, brain, testis, and thyroid. HS6ST3 slightly in brain, connective tissue, and kidney.
* HS6ST1 deficient mice display growth retardation and fatality after E15.5. H6ST1 is also associated with human disease.
* These enzymes do not act on CS/DS/KS.",609401,Cis/Medial/Trans/TGN,S(?6),,,IdoA(a1-4)GlcN(a1-4 [2S]) or GlcA(a1-4)GlcN(a1-4 [2S]),"IdoA(a1-4)GlcN(a1-4 [2,6S]) or GlcA(a1-4)GlcN(a1-4 [2,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HYAL1,GH56,3.2.1.35,Glycosidase,Q12794,NM_033159.3,,No Record,NP_149349.2,3373,,Hyaluronidase-1,Homo sapiens,None,done,...GlcA(b1-3)GalNAc(b1-4)GlcA(b1-3)…,H2O,...GlcA(b1-3)GalNAc,GlcA(b1-3)…,"* Hyaluronanidases cleave glycosidic β1-4 linkages between glucuronic acid and N-acetylglucosamine residues in the hyaluronan polymer. * HYAL1 is primarily thought to be important for degradation in endosomal/lysosomal compartment. * Evidence is mixed as to the role hyaluronanidases play in the context of promoting cancer. HYAL protein expression has been correlated to cancer survival and disease progression for various cancer types, such as bladder and pancreatic.",607071,,,,NULL,GlcNAc(b1-4)GlcA(b1-3),GlcA(b1-3),0,0,pM,1,1,1,1,1,,,null,R-HSA-2024101,1,1
HYAL2,GH56,3.2.1.35,Glycosidase,Q12891,NM_003773.4,,No Record,NP_003764.3,8692,,,Homo sapiens,None,done,...GlcA(b1-3)GalNAc(b1-4)GlcA(b1-3)…,H2O,...GlcA(b1-3)GalNAc,GlcA(b1-3)…,"* Hyaluronanidases cleave glycosidic β1-4 linkages between glucuronic acid and N-acetylglucosamine residues in the hyaluronan polymer. * Evidence is mixed as to the role hyaluronanidases play in the context of promoting cancer. HYAL protein expression has been correlated to cancer survival and disease progression for various cancer types, such as bladder and pancreatic.
* HYAL2 is traditionally thought to be critical for cell surface degradation of HA, though TMEM2/CEMIP is now also considered to facilitate this process.",603551,,,,NULL,GlcNAc(b1-4)GlcA(b1-3),GlcA(b1-3),0,0,pM,1,1,1,1,1,,,null,R-HSA-2160916,1,1
HYAL3,GH56,3.2.1.35,Glycosidase,O43820,NM_001200029.1,,No Record,NP_001186958.1,8372,,Hyaluronidase-3,Homo sapiens,None,done,...GlcA(b1-3)GalNAc(b1-4)GlcA(b1-3)…,H2O,...GlcA(b1-3)GalNAc,GlcA(b1-3)…,"* Hyaluronanidases cleave glycosidic β1-4 linkages between glucuronic acid and N-acetylglucosamine residues in the hyaluronan polymer. * Evidence is mixed as to the role hyaluronanidases play in the context of promoting cancer. HYAL protein expression has been correlated to cancer survival and disease progression for various cancer types, such as bladder and pancreatic.
* HYAL3 does not have significant hyaluronidase activity.",604038,,,,NULL,GlcNAc(b1-4)GlcA(b1-3),GlcA(b1-3),0,0,pM,1,1,1,1,1,,,null,R-HSA-2024101,1,1
HYAL4,GH56,3.2.1.35,Glycosidase,Q2M3T9,NM_012269.2,,No Record,NP_036401.2,23553,,Hyaluronidase-4,Homo sapiens,None,done,...GlcA(b1-3)GalNAc(b1-4)GlcA(b1-3)HA chain;...GlcA2S(b1-3)GalNAc6S(b1-4)GlcA2S(b1-?)CS chain,H2O;H2O,...GlcA(b1-3)GalNAc;..GlcA2S(b1-3)GalNAc6S,GlcA(b1-3)HA chain;GlcA2S(b1-?)CS chain,"* Hyaluronanidases cleave glycosidic β1-4 linkages between glucuronic acid and N-acetylglucosamine residues in the hyaluronan polymer. * HYAL4 appears to act physiologically as a chondroitinase also, especially CS-D (2-O-, 6-O-sulphated CS). It is thus also known as chondroitin sulphate hydrolase (CHSE) that has endo-β-N-acetylgalactosaminidase activity.",604510,,,,NULL,GlcNAc(b1-4)GlcA(b1-3),GlcA(b1-3),0,0,pM,1,1,1,1,1,,,null,,1,1
IDS,,3.1.6.13,,P22304,NM_000202.7,,No Record,NP_000193.1,3423,,Iduronate 2-sulfatase,Homo sapiens,None,done,...IdoA2S(a1-3)GalNAc(b1-4)CS chain;...IdoA2S(a1-3)GlcNAc(b1-4)HS chain,H2O;H2O,...IdoA(a1-3)GalNAc(b1-4)CS chain;...IdoA(a1-3)GlcNAc(b1-4)HS chain,sulfate;sulfate,"* Iduronic acid sulfatase removes sulfate from iduronic acid on the 2 carbon. Involved in the biosynthesis of dermatan and heparan sulfates. * Mutations in this gene results in Hunter's Syndrome, which causes accumulation of glycosaminoglycans in the body. The disease manifests early in life and causes a wide array of bodily dysregulation such as joint stiffness, cognitive impairment and neurodegeneration.",300823,,,,NULL,IdoA(a1-3 S-2)GalNAc(b1-4),IdoA(a1-3)GalNAc(b1-4),0,0,pM,0,0,0,0,0,,,null,R-HSA-2024096,1,1
IDUA,GH39,3.2.1.76,Glycosidase,P35475,NM_000203.4,,No Record,NP_000194.2,3425,GAG,Alpha-L-iduronidase,Homo sapiens,None,,...IdoA(a1-3)GalNAc(b1-4)GlcA(b1-?)CS chain;...IdoA(a1-3)GlcNAc(b1-4)GlcA(b1-?)HS chain,H2O;H2O,...IdoA(a1-3)GalNAc(b1-4)GlcA(b1-?)CS chain;...IdoA(a1-3)GlcNAc(b1-4)GlcA(b1-?)HS chain,IdoA;IdoA,"* Alpha L-iduronidase hydrolyzes iduronic acid from dermatan and heparan sulfates.
* Deficiencies in this enzyme cause mucopolysaccharidiosis (Hunter's syndrome) due to the lack of clearance and processing of glycosaminoglycans. The disease manifests early in life and causes a wide array of bodily dysregulation such as joint stiffness, cognitive impairment and neurodegeneration.",252800,,,,NULL,IdoA(a1-3)GalNAc(b1-4) or IdoA(a1-4)GlcNAc(a1-4),GalNAc(b1-4) or GlcNAc(a1-4),0,0,pM,0,0,0,0,0,,,null,R-HSA-2024096,1,1
LARGE1,GT49,2.4.2.26,Glycosyltransferase,O95461,NM_004737.5,K09668,ko00515/ko01100,NP_004728.1,9215,O_glycanNMu,LARGE xylosyl- and glucuronyltransferase 1,Homo sapiens,,done,GlcA(b1-?)Xyl(?1-?);Xyl(a1-3)GlcA(b1-?),UDP-Xyl;UDP-GlcA,Xyl(a1-3)GlcA(b1-?)Xyl(?1-?);GlcA(b1-3)Xyl(a1-3)GlcA(b1-?),UDP;UDP,"* LARGE1 (formerly LARGE) and its paralog LARGE2 (formerly GYLTL1B) catalyze the formation of glycosaminoglycan (GAG)-like repeating disaccharide units ([-Xyl-α3-GlcA-β3-]n) in the Golgi.
* These bifunctional enzymes polymerize and extend O-Man glycans of dystroglycan (DAG1).",603590,Cis/Medial/Trans/TGN,Xyl(a1-3) or Xyl(a1-3) or GlcA(b1-3),,,GlcA(b1-4)Xyl(b1-4) or GlcA(b1-3) or Xyl(a1-?),Xyl(a1-3)GlcA(b1-4)Xyl(b1-4) or Xyl(a1-3)GlcA(b1-3) or GlcA(b1-3)Xyl(a1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-5083627,1,1
LARGE2,GT49,2.4.-.-,Glycosyltransferase,Q8N3Y3,NM_001300721.1,K09668,No Record,NP_001287650.1,120071,O_glycanNMu,LARGE xylosyl- and glucuronyltransferase 2,Homo sapiens,,done,GlcA(b1-?)Xyl(?1-?);Xyl(a1-3)GlcA(b1-?),UDP-Xyl;UDP-GlcA,Xyl(a1-3)GlcA(b1-?)Xyl(?1-?);GlcA(b1-3)Xyl(a1-3)GlcA(b1-?),UDP;UDP,"* LARGE1 and LARGE2 are bifunctional enzymes with α(1-3)XylT and β(1-3)GlcAT activity.
* They extends O-Man structures (core M3) on DAG1.",609709,Cis/Medial/Trans/TGN,Xyl(a1-3) or Xyl(a1-3) or GlcA(b1-3),,,GlcA(b1-4)Xyl(b1-4) or GlcA(b1-3) or Xyl(a1-?),Xyl(a1-3)GlcA(b1-4)Xyl(b1-4) or Xyl(a1-3)GlcA(b1-3) or GlcA(b1-3)Xyl(a1-?),0,0,pM,0,1,1,1,1,,,UDP,R-HSA-5173105,1,1
LFNG,GT31,2.4.1.222,Glycosyltransferase,Q8NES3,NM_001040167.1,K05948,ko00514/ko04330/ko05165,NP_001035257.1,3955,O_glycanNMu,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",Homo sapiens,,done,Fuc(a1-?)-Ser/Thr [EGF],UDP-GlcNAc,GlcNAc(b1-3)Fuc(a1-?)-Ser/Thr,UDP,"* Fringe catalyzes the addition of a β1,3GlcNAc linkage to O-fucose in certain Epidermal Growth Factor-like (EGF) repeats, for example in the extracellular domain of Notch. This then controls Notch dependent signaling.
* This structure may be further elongated to a tetrasaccharide with the structure NeuAcα2-3/6Galβ1-4GlcNAcβ1-3Fuc in mammals.
* Three vertebrate fringe homologues have been identified: Lunatic fringe (Lfng), Manic fringe (Mfng), and Radical fringe (Rfng).
* Since over 100 proteins contain O-fucose consensus sites in EGF repeats, fringe may modify O-fucose on a wide variety of proteins.",602576,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Fuc(a1-?)Ser|Thr,GlcNAc(b1-3)Fuc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-1912420,1,1
MAN1A1,GH47,3.2.1.113,Glycosidase,P33908,NM_005907.3,K01230,ko00510/ko00513/ko01100/ko04141,NP_005898.2,4121,N_linked,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",Homo sapiens,nMan(a1-?)>=5&nMan(a1-?)<=7&!Man(a1-2)Man(a1-3)...Man(a1-6),done,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,water;water;water,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,Man;Man;Man,"* Cleavage of four α1,2-mannose (α1,2-Man) residues from Man9GlcNAc2-Asn.
* ER resident Man1B1 ('ER α-mannosidase I) first cleaves the single α1,2Man residue from the B branch of the Man9GlcNAc2-Asn.
* This intermediate is then rapidly cleaved in the Golgi by the concerted action of three additional Golgi resident α-mannosidases IA (MAN1A1), IB (MAN1A2), and IC (MAN1C1) depending on the relative expression levels in specific cell types.
* This cleavage in the Cis-Golgi gives rise to Man<SUB>5</SUB>GlcNAc<SUB>2</SUB>
* The activity of these enzymes (MAN1B1, MAN1A1, MAN1A2, MAN1C1) can be blocked by inhibitors like deoxymannojirimycin and kifunensine. Use of these inhibitors results in high-mannose glycans on mature glycoproteins
* Cleavage of Man by these enzymes is followed by the addition of GlcNAc by MGAT1, pathways that result in complex-type N-linked glycans.",604344,Cis/Medial/Trans/TGN,,Man(a1-2),,Man(a1-2)Man(a1-?),Man(a1-?),0.0003,100000000,pM,1,1,1,1,1,,,null,R-HSA-6811438,1,1
MAN1A2,GH47,3.2.1.113,Glycosidase,O60476,NM_006699.3,K01230,ko00510/ko00513/ko01100/ko04141,NP_006690.1,10905,N_linked,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",Homo sapiens,nMan(a1-?)>=5&nMan(a1-?)<=7&!Man(a1-2)Man(a1-3)...Man(a1-6),done,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,water;water;water,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn;Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,Man;Man;Man,"* Cleavage of four α1,2-mannose (α1,2-Man) residues from Man9GlcNAc2-Asn.
* ER resident Man1B1 ('ER α-mannosidase I) first cleaves the single α1,2Man residue from the B branch of the Man9GlcNAc2-Asn.
* This intermediate is then rapidly cleaved in the Golgi by the concerted action of three additional Golgi resident α-mannosidases IA (MAN1A1), IB (MAN1A2), and IC (MAN1C1) depending on the relative expression levels in specific cell types.
* This cleavage in the Cis-Golgi gives rise to Man<SUB>5</SUB>GlcNAc<SUB>2</SUB>.
* The activity of these enzymes (MAN1B1, MAN1A1, MAN1A2, MAN1C1) can be blocked by inhibitors like deoxymannojirimycin and kifunensine. Use of these inhibitors results in high-mannose glycans on mature glycoproteins.
* Cleavage of Man by these enzymes is followed by the addition of GlcNAc by MGAT1, pathways that result in complex-type N-linked glycans.",604345,Cis/Medial/Trans/TGN,,Man(a1-2),,Man(a1-2)Man(a1-?),Man(a1-?),0.0003,100000000,pM,1,1,1,1,1,,,null,R-HSA-6811438,1,1
MAN1B1,GH47,3.2.1.113,Glycosidase,Q9UKM7,NM_016219.4,K01230,ko00510/ko00513/ko01100/ko04141,NP_057303.2,11253,N_linked,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Homo sapiens,,done,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,water,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,Man,"* Cleavage of four α1,2-mannose (α1,2-Man) residues from Man9GlcNAc2-Asn.
* ER resident Man1B1 ('ER α-mannosidase I) first cleaves the single α1,2Man residue from the B branch of the Man9GlcNAc2-Asn.
* This intermediate is then rapidly cleaved in the Golgi by the concerted action of three additional Golgi resident α-mannosidases IA (MAN1A1), IB (MAN1A2), and IC (MAN1C1) depending on the relative expression levels in specific cell types.
* This cleavage in the Cis-Golgi gives rise to Man<SUB>5</SUB>GlcNAc<SUB>2</SUB>.
* The activity of these enzymes (MAN1B1, MAN1A1, MAN1A2, MAN1C1) can be blocked by inhibitors like deoxymannojirimycin and kifunensine. Use of these inhibitors results in high-mannose glycans on mature glycoproteins.
* Cleavage of Man by these enzymes is followed by the addition of GlcNAc by MGAT1, pathways that result in complex-type N-linked glycans.",604346,Cis/Medial/Trans/TGN,,Man(a1-2),,Man(a1-2)Man(a1-3)...Man(a1-6),Man(a1-3)...Man(a1-6),0.0003,100000000,pM,1,1,1,1,1,,,null,R-HSA-4793950,1,1
